1.601872992800506879e+01,4.704556868186691165e-01,5.932862936298173295e-01,5.999999999999999778e-01,6.500000000000000000e+01
1.613769809977043224e+01,4.432871195677108300e-01,5.976925222137197125e-01,5.999999999999999778e-01,6.534482758620688969e+01
1.636389238196202456e+01,3.958837250160545107e-01,6.060700882208157614e-01,5.999999999999999778e-01,6.568965517241379359e+01
1.669731277457982088e+01,3.350937515791137522e-01,6.184189916511044771e-01,5.999999999999999778e-01,6.603448275862068328e+01
1.713795927762384963e+01,2.688321202831043255e-01,6.347392325045869699e-01,5.999999999999999778e-01,6.637931034482758719e+01
1.768583189109407527e+01,2.044147033368530209e-01,6.550308107812620184e-01,5.999999999999999778e-01,6.672413793103447688e+01
1.834093061499054755e+01,1.473191656335397781e-01,6.792937264811313991e-01,5.999999999999999778e-01,6.706896551724138078e+01
1.910325544931319186e+01,1.006288514983457588e-01,7.075279796041923364e-01,5.999999999999999778e-01,6.741379310344827047e+01
1.997280639406210057e+01,6.514812597553369666e-02,7.397335701504481609e-01,5.999999999999999778e-01,6.775862068965517437e+01
2.094958344923719196e+01,3.997582957317231955e-02,7.759104981198959861e-01,5.999999999999999778e-01,6.810344827586206407e+01
2.203358661483853709e+01,2.324926289299066029e-02,8.160587635125383654e-01,5.999999999999999778e-01,6.844827586206896797e+01
2.322481589086605069e+01,1.281554375421197454e-02,8.601783663283723014e-01,5.999999999999999778e-01,6.879310344827585766e+01
2.452327127731983225e+01,6.695469453922403037e-03,9.082693065674012356e-01,5.999999999999999778e-01,6.913793103448276156e+01
2.592895277419977162e+01,3.315440011530561889e-03,9.603315842296211713e-01,5.999999999999999778e-01,6.948275862068965125e+01
2.744186038150599671e+01,1.556028193284953029e-03,1.016365199315036882e+00,5.999999999999999778e-01,6.982758620689655515e+01
2.906199409923837962e+01,6.921654141112551723e-04,1.076370151823643706e+00,5.999999999999999778e-01,7.017241379310344485e+01
3.078935392739703047e+01,2.918222986374106572e-04,1.140346441755445639e+00,5.999999999999999778e-01,7.051724137931034875e+01
3.262393986598183915e+01,1.166119879704372167e-04,1.208294069110438462e+00,5.999999999999999778e-01,7.086206896551723844e+01
3.456575191499293709e+01,4.416559343634394427e-05,1.280213033888627283e+00,5.999999999999999778e-01,7.120689655172414234e+01
3.661479007443018219e+01,1.585408153376236120e-05,1.356103336090006772e+00,5.999999999999999778e-01,7.155172413793103203e+01
3.877105434429370234e+01,5.394041089170122139e-06,1.435964975714581593e+00,5.999999999999999778e-01,7.189655172413793593e+01
4.103454472458336255e+01,1.739416395556805042e-06,1.519797952762346860e+00,5.999999999999999778e-01,7.224137931034482563e+01
4.340526121529934045e+01,5.316294296049222872e-07,1.607602267233309012e+00,5.999999999999999778e-01,7.258620689655172953e+01
4.588320381644143708e+01,1.540035085838847144e-07,1.699377919127460723e+00,5.999999999999999778e-01,7.293103448275861922e+01
4.846837252800985851e+01,4.228325012002445195e-08,1.795124908444809542e+00,5.999999999999999778e-01,7.327586206896552312e+01
5.116076735000437736e+01,1.100328229105563646e-08,1.894843235185347252e+00,5.999999999999999778e-01,7.362068965517241281e+01
5.396038828242521390e+01,2.713890331543270915e-09,1.998532899349082070e+00,5.999999999999999778e-01,7.396551724137931672e+01
5.686723532527218339e+01,6.344223562771772192e-10,2.106193900936006891e+00,5.999999999999999778e-01,7.431034482758620641e+01
5.988130847854547767e+01,1.405661692038072904e-10,2.217826239946128819e+00,5.999999999999999778e-01,7.465517241379311031e+01
6.300260774224485516e+01,2.951883993150255749e-11,2.333429916379439195e+00,5.999999999999999778e-01,7.500000000000000000e+01
1.577616593859255190e+01,5.311177595895165693e-01,5.843024421700945270e-01,6.068965517241379226e-01,6.500000000000000000e+01
1.581070809983417469e+01,5.220235414900643578e-01,5.855817814753397910e-01,6.068965517241379226e-01,6.534482758620688969e+01
1.595159891293834065e+01,4.865147787943235325e-01,5.907999597384571144e-01,6.068965517241379226e-01,6.568965517241379359e+01
1.619883837790502312e+01,4.299408093207988113e-01,5.999569769594452762e-01,6.068965517241379226e-01,6.603448275862068328e+01
1.655242649473425942e+01,3.602699055065780587e-01,6.130528331383059415e-01,6.068965517241379226e-01,6.637931034482758719e+01
1.701236326342601046e+01,2.862555959105268499e-01,6.300875282750374451e-01,6.068965517241379226e-01,6.672413793103447688e+01
1.757864868398032598e+01,2.156684755999494496e-01,6.510610623696416743e-01,6.068965517241379226e-01,6.706896551724138078e+01
1.825128275639714204e+01,1.540728214528195583e-01,6.759734354221164088e-01,6.068965517241379226e-01,6.741379310344827047e+01
1.903026548067653678e+01,1.043691355332291848e-01,7.048246474324643129e-01,6.068965517241379226e-01,6.775862068965517437e+01
1.991559685681842495e+01,6.703858217528932406e-02,7.376146984006823892e-01,6.068965517241379226e-01,6.810344827586206407e+01
2.090727688482288826e+01,4.083045679552369661e-02,7.743435883267736353e-01,6.068965517241379226e-01,6.844827586206896797e+01
2.200530556468985566e+01,2.358035506957361152e-02,8.150113172107353865e-01,6.068965517241379226e-01,6.879310344827585766e+01
2.320968289641937332e+01,1.291288031445889974e-02,8.596178850525694193e-01,6.068965517241379226e-01,6.913793103448276156e+01
2.452040888001139862e+01,6.705058861330839837e-03,9.081632918522740683e-01,6.068965517241379226e-01,6.948275862068965125e+01
2.593748351546600972e+01,3.301328547775659976e-03,9.606475376098522201e-01,6.068965517241379226e-01,6.982758620689655515e+01
2.746090680278310714e+01,1.541280144886573783e-03,1.017070622325300322e+00,6.068965517241379226e-01,7.017241379310344485e+01
2.909067874196278680e+01,6.823090061479847659e-04,1.077432545998621816e+00,6.068965517241379226e-01,7.051724137931034875e+01
3.082679933300494568e+01,2.864094263856136130e-04,1.141733308629812704e+00,6.068965517241379226e-01,7.086206896551723844e+01
3.266926857590971167e+01,1.139987777048875515e-04,1.209972910218878317e+00,6.068965517241379226e-01,7.120689655172414234e+01
3.461808647067692846e+01,4.302488972572620648e-05,1.282151350765812214e+00,6.068965517241379226e-01,7.155172413793103203e+01
3.667325301730679143e+01,1.539735137130534442e-05,1.358268630270621946e+00,6.068965517241379226e-01,7.189655172413793593e+01
3.883476821579904481e+01,5.224911743465270621e-06,1.438324748733297964e+00,6.068965517241379226e-01,7.224137931034482563e+01
4.110263206615396570e+01,1.681196901852378970e-06,1.522319706153850483e+00,6.068965517241379226e-01,7.258620689655172953e+01
4.347684456837132672e+01,5.129380148928009248e-07,1.610253502532271286e+00,6.068965517241379226e-01,7.293103448275861922e+01
4.595740572245130551e+01,1.483945243529560551e-07,1.702126137868566813e+00,6.068965517241379226e-01,7.327586206896552312e+01
4.854431552839373865e+01,4.070779222121953809e-08,1.797937612162731069e+00,6.068965517241379226e-01,7.362068965517241281e+01
5.123757398619878245e+01,1.058873076580765387e-08,1.897687925414769827e+00,6.068965517241379226e-01,7.396551724137931672e+01
5.403718109586630192e+01,2.611661856801237222e-09,2.001377077624677980e+00,6.068965517241379226e-01,7.431034482758620641e+01
5.694313685739644626e+01,6.107966835644270316e-10,2.109005068792460857e+00,6.068965517241379226e-01,7.465517241379311031e+01
5.995544127078900942e+01,1.354512689616274893e-10,2.220571898918111575e+00,6.068965517241379226e-01,7.500000000000000000e+01
1.561452025864728377e+01,5.758266186522074115e-01,5.783155651350845305e-01,6.137931034482758674e-01,6.500000000000000000e+01
1.556506568421643699e+01,5.902427502097365997e-01,5.764839142302383701e-01,6.137931034482758674e-01,6.534482758620688969e+01
1.562108230308445300e+01,5.739404147529068023e-01,5.785586038179426627e-01,6.137931034482758674e-01,6.568965517241379359e+01
1.578257011525132292e+01,5.294197935794003884e-01,5.845396338981971862e-01,6.137931034482758674e-01,6.603448275862068328e+01
1.604952912071705029e+01,4.632663575994047656e-01,5.944270044710018297e-01,6.137931034482758674e-01,6.637931034482758719e+01
1.642195931948161558e+01,3.845550976973887147e-01,6.082207155363561490e-01,6.137931034482758674e-01,6.672413793103447688e+01
1.689986071154505609e+01,3.028193368461323254e-01,6.259207670942613655e-01,6.137931034482758674e-01,6.706896551724138078e+01
1.748323329690733274e+01,2.262069044729143330e-01,6.475271591447160358e-01,6.137931034482758674e-01,6.741379310344827047e+01
1.817207707556848817e+01,1.602969764536071040e-01,6.730398916877218252e-01,6.137931034482758674e-01,6.775862068965517437e+01
1.896639204752845842e+01,1.077561400581353718e-01,7.024589647232762912e-01,6.137931034482758674e-01,6.810344827586206407e+01
1.986617821278731810e+01,6.871569491984182154e-02,7.357843782513820985e-01,6.137931034482758674e-01,6.844827586206896797e+01
2.087143557134500682e+01,4.156876108637402867e-02,7.730161322720372485e-01,6.137931034482758674e-01,6.879310344827585766e+01
2.198216412320157076e+01,2.385478136644234373e-02,8.141542267852434067e-01,6.137931034482758674e-01,6.913793103448276156e+01
2.319836386835696018e+01,1.298616813288231038e-02,8.591986617909985746e-01,6.137931034482758674e-01,6.948275862068965125e+01
2.452003480681124259e+01,6.706313070031395818e-03,9.081494372893053058e-01,6.137931034482758674e-01,6.982758620689655515e+01
2.594717693856432561e+01,3.285366673122876082e-03,9.610065532801601584e-01,6.137931034482758674e-01,7.017241379310344485e+01
